,FundID,Risk_level,std_dev_per_fund,var_per_fund
0,43,Low,0.04046119178383724,-0.06655273805642378
1,43,Low,0.04046119178383724,-0.06655273805642378
2,43,Low,0.04046119178383724,-0.06655273805642378
3,43,Low,0.04046119178383724,-0.06655273805642378
4,43,Low,0.04046119178383724,-0.06655273805642378
5,43,Low,0.04046119178383724,-0.06655273805642378
6,43,Low,0.04046119178383724,-0.06655273805642378
7,43,Low,0.04046119178383724,-0.06655273805642378
8,43,Low,0.04046119178383724,-0.06655273805642378
9,43,Low,0.04046119178383724,-0.06655273805642378
10,43,Low,0.04046119178383724,-0.06655273805642378
11,43,Low,0.04046119178383724,-0.06655273805642378
12,43,Low,0.04046119178383724,-0.06655273805642378
13,43,Low,0.04046119178383724,-0.06655273805642378
14,43,Low,0.04046119178383724,-0.06655273805642378
15,43,Low,0.04046119178383724,-0.06655273805642378
16,43,Low,0.04046119178383724,-0.06655273805642378
17,43,Low,0.04046119178383724,-0.06655273805642378
18,43,Low,0.04046119178383724,-0.06655273805642378
19,43,Low,0.04046119178383724,-0.06655273805642378
20,43,Low,0.04046119178383724,-0.06655273805642378
21,43,Low,0.04046119178383724,-0.06655273805642378
22,43,Low,0.04046119178383724,-0.06655273805642378
23,43,Low,0.04046119178383724,-0.06655273805642378
24,43,Low,0.04046119178383724,-0.06655273805642378
25,43,Low,0.04046119178383724,-0.06655273805642378
26,43,Low,0.04046119178383724,-0.06655273805642378
27,43,Low,0.04046119178383724,-0.06655273805642378
28,43,Low,0.04046119178383724,-0.06655273805642378
29,43,Low,0.04046119178383724,-0.06655273805642378
30,43,Low,0.04046119178383724,-0.06655273805642378
31,43,Low,0.04046119178383724,-0.06655273805642378
32,43,Low,0.04046119178383724,-0.06655273805642378
33,43,Low,0.04046119178383724,-0.06655273805642378
34,43,Low,0.04046119178383724,-0.06655273805642378
35,43,Low,0.04046119178383724,-0.06655273805642378
36,43,Low,0.04046119178383724,-0.06655273805642378
37,43,Low,0.04046119178383724,-0.06655273805642378
38,43,Low,0.04046119178383724,-0.06655273805642378
39,43,Low,0.04046119178383724,-0.06655273805642378
40,43,Low,0.04046119178383724,-0.06655273805642378
41,43,Low,0.04046119178383724,-0.06655273805642378
42,43,Low,0.04046119178383724,-0.06655273805642378
43,43,Low,0.04046119178383724,-0.06655273805642378
44,43,Low,0.04046119178383724,-0.06655273805642378
45,43,Low,0.04046119178383724,-0.06655273805642378
46,43,Low,0.04046119178383724,-0.06655273805642378
47,43,Low,0.04046119178383724,-0.06655273805642378
48,43,Low,0.04046119178383724,-0.06655273805642378
49,43,Low,0.04046119178383724,-0.06655273805642378
50,43,Low,0.04046119178383724,-0.06655273805642378
51,43,Low,0.04046119178383724,-0.06655273805642378
52,43,Low,0.04046119178383724,-0.06655273805642378
53,43,Low,0.04046119178383724,-0.06655273805642378
54,43,Low,0.04046119178383724,-0.06655273805642378
55,43,Low,0.04046119178383724,-0.06655273805642378
56,43,Low,0.04046119178383724,-0.06655273805642378
57,43,Low,0.04046119178383724,-0.06655273805642378
58,43,Low,0.04046119178383724,-0.06655273805642378
59,36,Low,0.0408824235925278,-0.06724560272473579
60,36,Low,0.0408824235925278,-0.06724560272473579
61,36,Low,0.0408824235925278,-0.06724560272473579
62,36,Low,0.0408824235925278,-0.06724560272473579
63,36,Low,0.0408824235925278,-0.06724560272473579
64,36,Low,0.0408824235925278,-0.06724560272473579
65,36,Low,0.0408824235925278,-0.06724560272473579
66,36,Low,0.0408824235925278,-0.06724560272473579
67,36,Low,0.0408824235925278,-0.06724560272473579
68,36,Low,0.0408824235925278,-0.06724560272473579
69,36,Low,0.0408824235925278,-0.06724560272473579
70,36,Low,0.0408824235925278,-0.06724560272473579
71,36,Low,0.0408824235925278,-0.06724560272473579
72,36,Low,0.0408824235925278,-0.06724560272473579
73,36,Low,0.0408824235925278,-0.06724560272473579
74,36,Low,0.0408824235925278,-0.06724560272473579
75,36,Low,0.0408824235925278,-0.06724560272473579
76,36,Low,0.0408824235925278,-0.06724560272473579
77,36,Low,0.0408824235925278,-0.06724560272473579
78,36,Low,0.0408824235925278,-0.06724560272473579
79,36,Low,0.0408824235925278,-0.06724560272473579
80,36,Low,0.0408824235925278,-0.06724560272473579
81,36,Low,0.0408824235925278,-0.06724560272473579
82,36,Low,0.0408824235925278,-0.06724560272473579
83,36,Low,0.0408824235925278,-0.06724560272473579
84,36,Low,0.0408824235925278,-0.06724560272473579
85,36,Low,0.0408824235925278,-0.06724560272473579
86,36,Low,0.0408824235925278,-0.06724560272473579
87,36,Low,0.0408824235925278,-0.06724560272473579
88,36,Low,0.0408824235925278,-0.06724560272473579
89,36,Low,0.0408824235925278,-0.06724560272473579
90,36,Low,0.0408824235925278,-0.06724560272473579
91,36,Low,0.0408824235925278,-0.06724560272473579
92,36,Low,0.0408824235925278,-0.06724560272473579
93,36,Low,0.0408824235925278,-0.06724560272473579
94,36,Low,0.0408824235925278,-0.06724560272473579
95,36,Low,0.0408824235925278,-0.06724560272473579
96,36,Low,0.0408824235925278,-0.06724560272473579
97,36,Low,0.0408824235925278,-0.06724560272473579
98,36,Low,0.0408824235925278,-0.06724560272473579
99,36,Low,0.0408824235925278,-0.06724560272473579
100,36,Low,0.0408824235925278,-0.06724560272473579
101,36,Low,0.0408824235925278,-0.06724560272473579
102,36,Low,0.0408824235925278,-0.06724560272473579
103,36,Low,0.0408824235925278,-0.06724560272473579
