,FundID,Month,Return
0,43,2019-05,0.03653936903792399
1,43,2019-06,0.12149157961271115
2,43,2019-07,0.07336258397452038
3,43,2019-08,0.008447495409112087
4,43,2019-09,0.02959406036359798
5,43,2019-10,0.019819062593799713
6,43,2019-11,0.018073590477235422
7,43,2019-12,0.04511003776428049
8,43,2020-01,0.000269263568713507
9,43,2020-02,0.11942042379673938
10,43,2020-03,0.128401665637104
11,43,2020-04,0.005040930211682899
12,43,2020-05,0.022010469492555706
13,43,2020-06,0.11450565104441335
14,43,2020-07,0.0006737820257848415
15,43,2020-08,0.03530663262172067
16,43,2020-09,0.08955980399871308
17,43,2020-10,0.07949961309348846
18,43,2020-11,0.05971810999999163
19,43,2020-12,0.0083711657295919
20,43,2021-01,0.10460958873720692
21,43,2021-02,0.05018991369188475
22,43,2021-03,0.12798233771689665
23,43,2021-04,0.09328846408240168
24,43,2021-05,0.04912040941309794
25,43,2021-06,0.01059508383417995
26,43,2021-07,0.13966095769086775
27,43,2021-08,0.061053551764360656
28,43,2021-09,0.0258637653515522
29,43,2021-10,0.06893049980973756
30,43,2021-11,0.07537405047509542
31,43,2021-12,0.0792182988505412
32,43,2022-01,0.013018116056900194
33,43,2022-02,0.13034786775015883
34,43,2022-03,0.055827479982388364
35,43,2022-04,0.10706798203801271
36,43,2022-05,0.0894007391086353
37,43,2022-06,0.05385316446526915
38,43,2022-07,0.053837661675622005
39,43,2022-08,0.08633850086773842
40,43,2022-09,0.02692762865360685
41,43,2022-10,0.015804633787844746
42,43,2022-11,0.08605636473074998
43,43,2022-12,0.02393401653826293
44,43,2023-01,0.004726376791156926
45,43,2023-02,0.06732829932149076
46,43,2023-03,0.11063925726937729
47,43,2023-04,0.03634768511572839
48,43,2023-05,0.010515890420111938
49,43,2023-06,0.10505659596190935
50,43,2023-07,0.09808941952724566
51,43,2023-08,0.05962864542335164
52,43,2023-09,0.05213940888426375
53,43,2023-10,0.10330306764349449
54,43,2023-11,0.06665515594340363
55,43,2023-12,0.030807208746681632
56,43,2024-01,0.008078499073070603
57,43,2024-02,0.04448306041806421
58,43,2024-03,0.07375597578272543
59,36,2019-05,0.05038345908946225
60,36,2019-06,0.116609632455525
61,36,2019-07,0.12714027143981863
62,36,2019-08,0.047807469650153665
63,36,2019-09,0.09548769314731215
64,36,2019-10,0.005485228865184793
65,36,2019-11,0.11551055814339403
66,36,2019-12,0.09967214740794034
67,36,2020-01,0.11971189974810748
68,36,2020-02,0.11661921530934628
69,36,2020-03,0.11619794575847385
70,36,2020-04,0.017159478399064343
71,36,2020-05,0.09525353674324907
72,36,2020-06,0.06274544626526599
73,36,2020-07,0.062204698811055996
74,36,2020-08,0.006092990009668594
75,36,2020-09,0.013187639851118366
76,36,2020-10,0.02546000081072413
77,36,2020-11,0.09382698902805595
78,36,2020-12,0.12023655682741455
79,36,2021-01,0.10821480855430374
80,36,2021-02,0.019359257851554817
81,36,2021-03,0.02474646060921637
82,36,2021-04,0.13605875397594397
83,36,2021-05,0.10951694267074118
84,36,2021-06,0.08207014821743865
85,36,2021-07,0.0461484183832444
86,36,2021-08,0.09238312083514977
87,36,2021-09,0.04549183291572379
88,36,2021-10,0.000450077676124252
89,36,2021-11,0.014803726595971982
90,36,2021-12,0.06618979404137468
91,36,2022-01,0.04529420226185845
92,36,2022-02,0.11061864785297941
93,36,2022-03,0.08822821034695393
94,36,2022-04,0.11708757163967479
95,36,2022-05,0.02284430432239831
96,36,2022-06,0.001307934590707145
97,36,2022-07,0.10259143241101339
98,36,2022-08,0.06196554842309874
99,36,2022-09,0.006928386456238057
100,36,2022-10,0.07966789127929028
101,36,2022-11,0.10196235646551548
102,36,2022-12,0.12255483332241
103,36,2023-01,0.0721470454664427
104,36,2023-02,0.1309129235839294
105,36,2023-03,0.10064640087102705
106,36,2023-04,0.02156948928887935
107,36,2023-05,0.03596113944418913
108,36,2023-06,0.056863810873207236
109,36,2023-07,0.06625098708815523
110,36,2023-08,0.10382994868811649
111,36,2023-09,0.1326027162243349
112,36,2023-10,0.13699003241431543
113,36,2023-11,0.014809875720133602
114,36,2023-12,0.0204560121013521
115,36,2024-01,0.06032922243056758
116,36,2024-02,0.08019937032607768
117,36,2024-03,0.08777234333241643
118,4,2019-05,0.09945004711505674
119,4,2019-06,0.011147937768345518
120,4,2019-07,0.1269047669899276
121,4,2019-08,0.1389691286054421
122,4,2019-09,0.08191769846951628
123,4,2019-10,0.036865433371159446
124,4,2019-11,0.005485435138880774
125,4,2019-12,0.024740350044348356
126,4,2020-01,0.052366117288899235
127,4,2020-02,0.02824031245975735
128,4,2020-03,0.08938508492670982
129,4,2020-04,0.11638543902269466
130,4,2020-05,0.002460903778273294
131,4,2020-06,0.0018661768861401142
132,4,2020-07,0.005902025764220369
133,4,2020-08,0.03521928602120022
134,4,2020-09,0.03449737486710201
135,4,2020-10,0.1082282353554331
136,4,2020-11,0.12754327630356754
137,4,2020-12,0.04015582703598795
138,4,2021-01,0.0007928778620177158
139,4,2021-02,0.01681981633068532
140,4,2021-03,0.08841681703724272
141,4,2021-04,0.1179774693688881
142,4,2021-05,0.028618792965688485
143,4,2021-06,0.09724371572184327
144,4,2021-07,0.03676263065921351
145,4,2021-08,0.04316391923592604
146,4,2021-09,0.11435103444044402
147,4,2021-10,0.1198523284731929
148,4,2021-11,0.03141795867571931
149,4,2021-12,0.07669717118000735
150,4,2022-01,0.0946972669374914
151,4,2022-02,0.05166635239438943
152,4,2022-03,0.09569535828203529
153,4,2022-04,0.06067605081195684
154,4,2022-05,0.03868741598212499
155,4,2022-06,0.012236775411045729
156,4,2022-07,0.11559367650846301
157,4,2022-08,0.11945933948297015
158,4,2022-09,0.006571919635590876
159,4,2022-10,0.03873002965466068
160,4,2022-11,0.13098530809693298
161,4,2022-12,0.03438543622623557
162,4,2023-01,0.10106215338446885
163,4,2023-02,0.10465334561665125
164,4,2023-03,0.0022504417287353595
165,4,2023-04,0.0658430090774722
166,4,2023-05,0.07074583375663698
167,4,2023-06,0.03630032806509776
168,4,2023-07,0.07823376770067474
169,4,2023-08,0.09728218764158167
170,4,2023-09,0.05799450741790797
171,4,2023-10,0.10659523782906652
172,4,2023-11,0.010824802144795757
173,4,2023-12,0.1317691540566813
174,4,2024-01,0.1181084583058545
175,4,2024-02,0.046619892194470845
176,4,2024-03,0.018894892314235166
177,77,2019-05,0.07291467895982652
178,77,2019-06,0.12904599305452552
179,77,2019-07,0.0911303115846975
180,77,2019-08,0.03826304956615399
181,77,2019-09,0.034389965220581666
182,77,2019-10,0.020717141034337597
183,77,2019-11,0.034479519395362375
184,77,2019-12,0.0763250891108759
185,77,2020-01,0.028256671263875842
186,77,2020-02,0.027018478328222566
187,77,2020-03,0.020578497923371648
188,77,2020-04,0.011649484725061155
189,77,2020-05,0.030471450193941423
190,77,2020-06,0.005255090791184305
191,77,2020-07,0.13636498873443437
192,77,2020-08,0.04771330653650937
193,77,2020-09,0.020406008875000093
194,77,2020-10,0.12498897784926073
195,77,2020-11,0.02443456086981684
196,77,2020-12,0.09804476472802291
197,77,2021-01,0.017089699297506818
198,77,2021-02,0.015728006621678954
199,77,2021-03,0.009235717424998393
200,77,2021-04,0.05519729489914177
201,77,2021-05,0.0464895678804845
202,77,2021-06,0.0818938064029251
203,77,2021-07,0.09445215236197649
204,77,2021-08,0.0037951798645237084
205,77,2021-09,0.06580630634851349
206,77,2021-10,0.05113122641404646
207,77,2021-11,0.007231407868131279
208,77,2021-12,0.04930307523062124
209,77,2022-01,0.08118600958248612
210,77,2022-02,0.11871493872797557
211,77,2022-03,0.03968865817104524
212,77,2022-04,0.12042835059865262
213,77,2022-05,0.11751442059364213
214,77,2022-06,0.03192831318647844
215,77,2022-07,0.08018176819066691
216,77,2022-08,0.08192499808389032
217,77,2022-09,0.018010035932739473
218,77,2022-10,0.09666630838101639
219,77,2022-11,0.007381751960825545
220,77,2022-12,0.12094023785991145
221,77,2023-01,0.00468598013551596
222,77,2023-02,0.06965100762611426
223,77,2023-03,0.026810456987417255
224,77,2023-04,0.014355830296343911
225,77,2023-05,0.09772730492316381
226,77,2023-06,0.020519493631250836
227,77,2023-07,0.009646404857816513
228,77,2023-08,0.013082106319670776
229,77,2023-09,0.027301647274028052
230,77,2023-10,0.001988647670325945
231,77,2023-11,0.04801101719410687
232,77,2023-12,0.08959390763427563
233,77,2024-01,0.12642531619709532
234,77,2024-02,0.028286196102510715
235,77,2024-03,0.055642415578895967
236,21,2019-05,0.08807519132984117
237,21,2019-06,0.00677263198588279
238,21,2019-07,0.04308482886210046
239,21,2019-08,0.12176126828166527
240,21,2019-09,0.13208702667151775
241,21,2019-10,0.042858476849787074
242,21,2019-11,0.09321229480180375
243,21,2019-12,0.10412357333898992
244,21,2020-01,0.11906127861155366
245,21,2020-02,0.08345291942154721
246,21,2020-03,0.11279305715409388
247,21,2020-04,0.010111258553919315
248,21,2020-05,0.11215535790752978
249,21,2020-06,0.1281929707310853
250,21,2020-07,0.08443291768026187
251,21,2020-08,0.007952566918993568
252,21,2020-09,0.09627841753105174
253,21,2020-10,0.06918691212154827
254,21,2020-11,0.02871796495371311
255,21,2020-12,0.13173602576602236
256,21,2021-01,0.11121276399775874
257,21,2021-02,0.012805790324069748
258,21,2021-03,0.08482068922290104
259,21,2021-04,0.07119582681982817
260,21,2021-05,0.06285871977759079
261,21,2021-06,0.056902718986843605
262,21,2021-07,0.011125478948049442
263,21,2021-08,0.08286668592342367
264,21,2021-09,0.12067881688236942
265,21,2021-10,0.0002776073755878872
266,21,2021-11,0.09573679954226684
267,21,2021-12,0.0008903673280350933
268,21,2022-01,0.113840858918004
269,21,2022-02,0.05655828292470083
270,21,2022-03,0.07001159307369001
271,21,2022-04,0.05026058502392554
272,21,2022-05,0.00282228004594332
273,21,2022-06,0.10455312056366424
274,21,2022-07,0.11336846167302508
275,21,2022-08,0.04950699831370232
276,21,2022-09,0.040734748661175005
277,21,2022-10,0.041536087051227494
278,21,2022-11,0.048126885601171523
279,21,2022-12,0.0153038802157762
280,21,2023-01,0.028589302624408654
281,21,2023-02,0.04781973589352087
282,21,2023-03,0.001974115297705639
283,21,2023-04,0.01606803518235087
284,21,2023-05,0.004045002238992326
285,21,2023-06,0.11571998563336777
286,21,2023-07,0.12753176089236837
287,21,2023-08,0.09521911673676443
288,21,2023-09,0.039857060744330076
289,21,2023-10,0.03740092168505468
290,21,2023-11,0.08072065831062139
291,21,2023-12,0.08292696219738324
292,21,2024-01,0.01445278592504683
293,21,2024-02,0.12165659967116083
294,21,2024-03,0.09111908247643025
295,25,2019-05,0.014798936686959262
296,25,2019-06,0.13334676029968856
297,25,2019-07,0.12841557926911618
298,25,2019-08,0.05930084924985366
299,25,2019-09,0.0296619193982587
300,25,2019-10,0.008244116733623335
301,25,2019-11,0.014777206433465204
302,25,2019-12,0.048063815747424604
303,25,2020-01,0.02438571384721446
304,25,2020-02,0.11929741262991059
305,25,2020-03,0.03449184543042597
306,25,2020-04,0.012717445124799352
307,25,2020-05,0.1277036396499493
308,25,2020-06,0.03659840592767618
309,25,2020-07,0.06804640271543563
310,25,2020-08,0.10006793371450864
311,25,2020-09,0.04329016962189846
312,25,2020-10,0.10073079130037488
313,25,2020-11,0.09898460838125894
314,25,2020-12,0.09359603018205664
315,25,2021-01,0.024538071551923123
316,25,2021-02,0.10062872812759623
317,25,2021-03,0.043164361844937514
318,25,2021-04,0.09917234869843725
319,25,2021-05,0.06165648229114911
320,25,2021-06,0.0018840319907475636
321,25,2021-07,0.004380245919814437
322,25,2021-08,0.0714077242570483
323,25,2021-09,0.11837403941162464
324,25,2021-10,0.10620684440442804
325,25,2021-11,0.13383713830281496
326,25,2021-12,0.02979770011996987
327,25,2022-01,0.02060276256133269
328,25,2022-02,0.06954664078078993
329,25,2022-03,0.02340489068148179
330,25,2022-04,0.04014332449328465
331,25,2022-05,0.006796827927585816
332,25,2022-06,0.07982931753008878
333,25,2022-07,0.029395709841700684
334,25,2022-08,0.09220963302210806
335,25,2022-09,0.11363336521299304
336,25,2022-10,0.00926124333345549
337,25,2022-11,0.0125109162408221
338,25,2022-12,0.12436876276451074
339,25,2023-01,0.0023904100780742323
340,25,2023-02,0.04547025248403864
341,25,2023-03,0.06356022673498582
342,25,2023-04,0.057262384589537974
343,25,2023-05,0.12712064294722655
344,25,2023-06,0.020041924308262078
345,25,2023-07,0.03661053505210635
346,25,2023-08,0.023589706549411713
347,25,2023-09,0.014494256029479432
348,25,2023-10,0.12042808877446179
349,25,2023-11,0.0512936726540124
350,25,2023-12,0.11938521533406625
